N-term, time, date, conId, Previous Price, Current Price, Difference in Price ($), Difference in Price (%), cumulativeAggregatedAvg, Previous Volume, Current Volume, Difference in Volume, cumulativeAggregatedAvgVolume, SMA 5, SMA20, Crossing SMA Condition, Volume Condition, Order
0,09:30:00,20221128,99831145,218.71,219.62,0.9099999999999966,0.004160760824836526,0.004160760824836526,44244,44244,0,0,,,0,0,
1,09:40:00,20221128,99831145,219.62,217.75,-1.8700000000000045,-0.00851470722156454,0.006337734023200533,44244,14574,-29670,0.33529970165446162191483591,,,0,0,
2,09:50:00,20221128,99831145,217.75,218.59,0.8400000000000034,0.0038576349024110374,0.005511034316270701,14574,21705,7131,0.3866318032986653711077635311,,,0,0,
3,10:00:00,20221128,99831145,218.59,218.69,0.09999999999999432,0.0004574774692346142,0.004247645104511679,21705,6047,-15658,0.4703240022090831103395763917,,,0,0,
4,10:10:00,20221128,99831145,218.69,219.31,0.6200000000000045,0.002835063331656704,0.003965128749940684,6047,11420,5373,0.5539671561247991490952099806,147.1207904,,0,1,
5,10:20:00,20221128,99831145,219.31,218.79,-0.5200000000000102,-0.0023710729104920443,0.003699452776699244,11420,19313,7893,0.5768319412540284794707602144,161.45463232,,0,0,
6,10:30:00,20221128,99831145,218.79,218.21,-0.5799999999999841,-0.002650943827414343,0.0035496657839442585,19313,12159,-7154,0.5473451020307144125282951685,172.805705856,,0,0,
7,10:40:00,20221128,99831145,218.21,217.25,-0.960000000000008,-0.004399431740066944,0.0036558865284595943,12159,9488,-2671,0.5063860480831091762636810868,181.6945646848,,0,0,
8,10:50:00,20221128,99831145,217.25,216.95,-0.30000000000001137,-0.0013808975834292813,0.003403109979011782,9488,10837,1349,0.4659186644381244017603340970,188.74565174784,,0,0,
9,11:00:00,20221128,99831145,216.95,217.2,0.25,0.00115233924867481,0.0031780329059780846,10837,13050,2213,0.4397475786531658879476853879,194.436521398272,,0,0,
10,11:10:00,20221128,99831145,217.2,217.01,-0.18999999999999773,-0.0008747697974217207,0.002968645350654779,13050,17865,4815,0.4333128457975489263474255877,198.9512171186176,,0,0,
11,11:20:00,20221128,99831145,217.01,216.86,-0.14999999999997726,-0.0006912123865258618,0.0027788592703107025,17865,16746,-1119,0.4024231453116210806099651990,202.53297369489405,,0,0,
12,11:30:00,20221128,99831145,216.86,216.97,0.10999999999998522,0.0005072396938116076,0.002604119302887695,16746,11643,-5103,0.3949082485675609302369967876,205.42037895591525,,0,0,
13,11:40:00,20221128,99831145,216.97,216.74,-0.22999999999998977,-0.001060054385398856,0.0024938289516384924,11643,10310,-1333,0.3748783302961770704638077862,207.68430316473223,,0,0,
14,11:50:00,20221128,99831145,216.74,216.92,0.1799999999999784,0.000830488142474755,0.0023829395643609097,10310,12876,2566,0.3664787468150675612722018484,209.53144253178579,,0,0,
15,12:00:00,20221128,99831145,216.92,216.35,-0.5699999999999932,-0.0026276968467637525,0.0023982368945110874,12876,19318,6442,0.3748432411068176684534845109,210.8951540254286,,0,0,
16,12:10:00,20221128,99831145,216.35,216.76,0.4099999999999966,0.0018950774208458358,0.0023686392784131316,19318,10371,-8947,0.3800373553078325594141112541,212.0681232203429,,0,0,
