N-term, time, date, conId, Previous Price, Current Price, Difference in Price ($), Difference in Price (%), cumulativeAggregatedAvg, Previous Volume, Current Volume, Difference in Volume, cumulativeAggregatedAvgVolume, SMA 5, SMA20, Crossing SMA Condition, Volume Condition, Order
0,09:30:00,20220901,88819288,123.41,123.46,0.04999999999999716,0.0004051535531966385,0.0004051535531966385,57875,57875,0,0,,,0,0,
1,09:40:00,20220901,88819288,123.46,123.17,-0.28999999999999204,-0.0023489389275878183,0.0013770462403922283,57875,38159,-19716,0.1703326133909287257019438445,,,0,0,
2,09:50:00,20220901,88819288,123.17,123.37,0.20000000000000284,0.001623772022408077,0.0014592881677308446,38159,35561,-2598,0.1362495906493784645659909879,,,0,0,
3,10:00:00,20220901,88819288,123.37,122.8,-0.5700000000000074,-0.0046202480343682205,0.002249528134390189,35561,20079,-15482,0.2110283391865220517933523844,,,0,0,
4,10:10:00,20220901,88819288,122.8,122.72,-0.0799999999999983,-0.0006514657980455888,0.0019299156671212687,20079,19935,-144,0.1702570057284197929362507107,82.70981119999999,,0,0,
5,10:20:00,20220901,88819288,122.72,123.16,0.4399999999999977,0.003585397653194245,0.002205829331466765,19935,20737,802,0.1485859630965658628954166841,90.79984895999999,,0,0,
6,10:30:00,20220901,88819288,123.16,122.62,-0.539999999999992,-0.004384540435206172,0.0025170737748581085,20737,36295,15558,0.2345384213200760393304826753,97.163879168,,0,1,
7,10:40:00,20220901,88819288,122.62,122.44,-0.18000000000000682,-0.001467949763497038,0.0023859332734379748,36295,23876,-12419,0.2479921614984333893528691311,102.21910333439999,,0,0,
8,10:50:00,20220901,88819288,122.44,122.36,-0.0799999999999983,-0.0006533812479581697,0.0021934274928291073,23876,30514,6638,0.2513285623103291302912865872,106.24728266751998,,0,0,
9,11:00:00,20220901,88819288,122.36,122.5,0.14000000000000057,0.001144164759725405,0.002088501219518737,30514,74204,43690,0.3693758856689927500012285190,109.49782613401598,,0,1,
10,11:10:00,20220901,88819288,122.5,122.5,0,0,0.0018986374722897608,74204,88924,14720,0.3538300829186118124126016366,112.09826090721279,,0,0,
11,11:20:00,20220901,88819288,122.5,122.19,-0.3100000000000023,-0.0025306122448979776,0.0019513020366737788,88924,36646,-52278,0.3733355161223826009445894502,114.11660872577023,,0,0,
12,11:30:00,20220901,88819288,122.19,122.38,0.18999999999999773,0.0015549553973320054,0.0019208138336474887,36646,97181,60535,0.4716855232092703863798443736,115.76928698061619,,0,1,
