N-term, time, date, conId, Previous Price, Current Price, Difference in Price ($), Difference in Price (%), cumulativeAggregatedAvg, Previous Volume, Current Volume, Difference in Volume, cumulativeAggregatedAvgVolume, SMA 5, SMA20, Crossing SMA Condition, Volume Condition, Order
0,09:30:00,20221208,533620653,189.15,189.15,0,0,0,0,0,0,0,,,0,0,
1,09:40:00,20221208,533620653,189.15,189.2,0.04999999999998295,0.00026434047052594737,0.00013217023526297368,0,3,3,0,,,0,0,
2,09:50:00,20221208,533620653,189.2,189.2,0,0,8.81134901753158E-05,3,0,-3,0.3333333333333333333333333333,,,0,0,
3,10:00:00,20221208,533620653,189.2,189.2,0,0,6.608511763148684E-05,0,0,0,0.2500000000000000000000000000,,,0,0,
4,10:10:00,20221208,533620653,189.2,189.2,0,0,5.286809410518947E-05,0,0,0,0.2000000000000000000000000000,127.198848,,0,0,
5,10:20:00,20221208,533620653,189.2,189.2,0,0,4.405674508765789E-05,0,0,0,0.1666666666666666666666666667,139.5990784,,0,0,
6,10:30:00,20221208,533620653,189.2,189.2,0,0,3.7762924360849625E-05,0,0,0,0.1428571428571428571428571429,149.51926272,,0,0,
7,10:40:00,20221208,533620653,189.2,189.2,0,0,3.304255881574342E-05,0,0,0,0.1250000000000000000000000000,157.455410176,,0,0,
8,10:50:00,20221208,533620653,189.2,189.2,0,0,2.9371163391771928E-05,0,0,0,0.1111111111111111111111111111,163.80432814079998,,0,0,
9,11:00:00,20221208,533620653,189.2,189.2,0,0,2.6434047052594735E-05,0,0,0,0.1000000000000000000000000000,168.88346251264,,0,0,
10,11:10:00,20221208,533620653,189.2,189.2,0,0,2.4030951865995213E-05,0,0,0,0.0909090909090909090909090909,172.946770010112,,0,0,
11,11:20:00,20221208,533620653,189.2,189.2,0,0,2.2028372543828946E-05,0,0,0,0.0833333333333333333333333333,176.19741600808962,,0,0,
12,11:30:00,20221208,533620653,189.2,188.6,-0.5999999999999943,-0.003171247357293839,0.0002642759867553682,0,1,1,0.0769230769230769230769230769,178.6779328064717,,0,0,
13,11:40:00,20221208,533620653,188.6,188.6,0,0,0.0002453991305585562,1,0,-1,0.1428571428571428571428571428,180.66234624517736,,0,0,
14,11:50:00,20221208,533620653,188.6,188.6,0,0,0.0002290391885213191,0,0,0,0.1333333333333333333333333333,182.2498769961419,,0,0,
15,12:00:00,20221208,533620653,188.6,188.6,0,0,0.00021472423923873666,0,0,0,0.1250000000000000000000000000,183.5199015969135,,0,0,
16,12:10:00,20221208,533620653,188.6,188.6,0,0,0.00020209340163645804,0,0,0,0.1176470588235294117647058824,184.5359212775308,,0,0,
17,12:20:00,20221208,533620653,188.6,188.6,0,0,0.0001908659904344326,0,0,0,0.1111111111111111111111111112,185.34873702202464,,0,0,
18,12:30:00,20221208,533620653,188.6,188.6,0,0,0.0001808204119905151,0,0,0,0.1052631578947368421052631580,185.9989896176197,,0,0,
19,12:40:00,20221208,533620653,188.6,188.6,0,0,0.00017177939139098936,0,0,0,0.1000000000000000000000000001,186.51919169409578,121.17157235507094,0,0,
20,12:50:00,20221208,533620653,188.6,188.6,0,0,0.00016359942037237081,0,0,0,0.0952380952380952380952380953,186.93535335527662,124.5429937373174,0,0,
21,13:00:00,20221208,533620653,188.6,188.6,0,0,0.0001561630830827176,0,0,0,0.0909090909090909090909090910,187.2682826842213,127.74584405045152,0,0,
22,13:10:00,20221208,533620653,188.6,188.6,0,0,0.0001493733838182516,0,0,0,0.0869565217391304347826086957,187.53462614737705,130.78855184792894,0,0,
23,13:20:00,20221208,533620653,188.6,188.6,0,0,0.00014314949282582444,0,0,0,0.0833333333333333333333333334,187.74770091790165,133.67912425553249,0,0,
24,13:30:00,20221208,533620653,188.6,188.6,0,0,0.00013742351311279148,0,0,0,0.0800000000000000000000000001,187.91816073432133,136.42516804275587,0,0,
25,13:40:00,20221208,533620653,188.6,188.6,0,0,0.00013213799337768412,0,0,0,0.0769230769230769230769230770,188.05452858745707,139.03390964061808,0,0,
26,13:50:00,20221208,533620653,188.6,188.6,0,0,0.00012724399362295507,0,0,0,0.0740740740740740740740740741,188.16362286996565,141.51221415858717,0,0,
27,14:00:00,20221208,533620653,188.6,188.05,-0.549999999999983,-0.0029162248144219667,0.00022685045150863404,0,3,3,0.0714285714285714285714285715,188.14089829597253,143.8391034506578,0,0,
28,14:10:00,20221208,533620653,188.05,188.2,0.14999999999997726,0.0007976601967560609,0.00024653354617233843,3,3,0,0.0689655172413793103448275863,188.15271863677805,146.0571482781249,0,0,
29,14:20:00,20221208,533620653,188.2,188.2,0,0,0.00023831576129992714,3,0,-3,0.1000000000000000000000000001,188.16217490942245,148.16429086421866,0,0,
30,14:30:00,20221208,533620653,188.2,188.2,0,0,0.00023062815609670368,0,0,0,0.0967741935483870967741935485,188.16973992753793,150.16607632100772,0,0,
31,14:40:00,20221208,533620653,188.2,188.2,0,0,0.0002234210262186817,0,0,0,0.0937500000000000000000000001,188.17579194203034,152.06777250495733,0,0,
32,14:50:00,20221208,533620653,188.2,188.2,0,0,0.00021665069209084287,0,0,0,0.0909090909090909090909090910,188.18063355362426,153.87438387970946,0,0,
