N-term, time, date, conId, Previous Price, Current Price, Difference in Price ($), Difference in Price (%), cumulativeAggregatedAvg, Previous Volume, Current Volume, Difference in Volume, cumulativeAggregatedAvgVolume, SMA 5, SMA20, Crossing SMA Condition, Volume Condition, Order
0,09:30:00,20220901,61760197,14.93,14.85,-0.08000000000000007,-0.005358338914936375,0.005358338914936375,43038,43038,0,0,,,0,0,
1,09:40:00,20220901,61760197,14.85,14.79,-0.0600000000000005,-0.004040404040404074,0.0046993714776702245,43038,14232,-28806,0.3346577443189739300153352851,,,0,0,
2,09:50:00,20220901,61760197,14.79,14.83,0.040000000000000924,0.0027045300878972903,0.004034424347745913,14232,4461,-9771,0.4519556406758308493525506735,,,0,0,
3,10:00:00,20220901,61760197,14.83,14.64,-0.1899999999999995,-0.01281186783546861,0.006228785219676587,4461,27220,22759,1.6144094563530959570099297054,,,0,1,
4,10:10:00,20220901,61760197,14.64,14.54,-0.10000000000000142,-0.006830601092896272,0.006349148394320524,27220,21887,-5333,1.3307119883006986612728960053,9.879648,,0,0,
5,10:20:00,20220901,61760197,14.54,14.74,0.20000000000000107,0.013755158184319194,0.007583483359320302,21887,4913,-16974,1.2381814657078551803688595539,10.8517184,,0,0,
6,10:30:00,20220901,61760197,14.74,14.61,-0.13000000000000078,-0.008819538670284992,0.007760062689458115,4913,3657,-1256,1.0978195820457722952782193577,11.603374719999998,,0,0,
7,10:40:00,20220901,61760197,14.61,14.5,-0.10999999999999943,-0.0075290896646132395,0.007731191061352505,3657,4072,415,0.9747772587089733725330577433,12.182699775999998,,0,0,
8,10:50:00,20220901,61760197,14.5,14.52,0.019999999999999574,0.0013793103448275568,0.0070254265372941774,4072,1500,-2572,0.9366498575557606577067476819,12.650159820799999,,0,0,
9,11:00:00,20220901,61760197,14.52,14.64,0.120000000000001,0.008264462809917425,0.007149330164556502,1500,6738,5238,1.1921848718001845919360729137,13.04812785664,,0,1,
