N-term, time, date, conId, Previous Price, Current Price, Difference in Price ($), Difference in Price (%), cumulativeAggregatedAvg, Previous Volume, Current Volume, Difference in Volume, cumulativeAggregatedAvgVolume, SMA 5, SMA20, Crossing SMA Condition, Volume Condition, Order
0,10:30:00,20221128,61760197,11,11.01,0.009999999999999787,0.0009090909090908897,0.0009090909090908897,30120,30120,0,0,,,0,0,
1,10:20:00,20221128,61760197,11.01,11,-0.009999999999999787,-0.0009082652134423058,0.0009086780612665977,30120,18042,-12078,0.2004980079681274900398406374,,,0,0,
2,10:10:00,20221128,61760197,11,11.08,0.08000000000000007,0.007272727272727279,0.003030027798420158,18042,15787,-2255,0.1753273864597774147470274833,,,0,0,
3,10:00:00,20221128,61760197,11.08,11.02,-0.0600000000000005,-0.005415162454873691,0.003626311462533541,15787,44568,28781,0.5872661105675796246885723797,,,0,1,
4,09:50:00,20221128,61760197,11.02,11.01,-0.009999999999999787,-0.000907441016333919,0.0030825373732936167,44568,19480,-25088,0.5823959076606693360818577243,7.4117792,,0,0,
5,09:40:00,20221128,61760197,11.01,11,-0.009999999999999787,-0.0009082652134423058,0.002720158679985065,19480,47811,28331,0.7277238313325564111428212042,8.12942336,,0,1,
6,09:30:00,20221128,61760197,11,11.14,0.14000000000000057,0.01272727272727278,0.004149746401026167,47811,53018,5207,0.6393215685542930271243513823,8.731538688,,0,0,
7,11:30:00,20221128,61760197,11.14,10.81,-0.33000000000000007,-0.029622980251346503,0.007333900632316209,53018,11099,-41919,0.6582383729376828482415218207,9.147230950400001,,0,0,
8,11:40:00,20221128,61760197,10.81,10.78,-0.030000000000001137,-0.0027752081406106507,0.0068273792443489245,11099,19652,8553,0.6707241053736846709018951207,9.473784760320001,,0,0,
9,11:50:00,20221128,61760197,10.78,10.77,-0.009999999999999787,-0.0009276437847866222,0.006237405698392694,19652,14450,-5202,0.6301222830716103214587644322,9.733027808256,,0,0,
10,12:00:00,20221128,61760197,10.77,10.71,-0.05999999999999872,-0.005571030640668405,0.0061768261476904856,14450,31013,16563,0.6770410185835023054469421859,9.9284222466048,,0,1,
