N-term, time, date, conId, Previous Price, Current Price, Difference in Price ($), Difference in Price (%), cumulativeAggregatedAvg, Previous Volume, Current Volume, Difference in Volume, cumulativeAggregatedAvgVolume, SMA 5, SMA20, Crossing SMA Condition, Volume Condition, Order
0,09:30:00,20221128,570640399,102.56640625,102.546875,-0.01953125,-0.00019042541036675935,0.00019042541036675935,6748,6748,0,0,,,0,0,
1,09:40:00,20221128,570640399,102.546875,102.54296875,-0.00390625,-3.8092335822032604E-05,0.00011425887309439598,6748,3116,-3632,0.2691167753408417308832246592,,,0,0,
2,09:50:00,20221128,570640399,102.54296875,102.546875,0.00390625,3.8093786903356064E-05,8.8870511030716E-05,3116,4687,1571,0.3474685220286826772426461357,,,0,1,
3,10:00:00,20221128,570640399,102.546875,102.55078125,0.00390625,3.8092335822032604E-05,7.617596722854515E-05,4687,3341,-1346,0.3323957162494829915035655704,,,0,0,
4,10:10:00,20221128,570640399,102.55078125,102.546875,-0.00390625,-3.8090884851255096E-05,6.855895075308714E-05,3341,5776,2435,0.4116813140950667882941424892,68.94453999999999,,0,1,
5,10:20:00,20221128,570640399,102.546875,102.5390625,-0.0078125,-7.618467164406521E-05,6.982990423491683E-05,5776,5002,-774,0.3654015567597394057575841150,75.6634445,,0,0,
6,10:30:00,20221128,570640399,102.5390625,102.53125,-0.0078125,-7.619047619047618E-05,7.073855737142531E-05,5002,3356,-1646,0.3602111018870537226708349363,81.0370056,,0,0,
7,10:40:00,20221128,570640399,102.53125,102.53515625,0.00390625,3.8098140810728434E-05,6.66585053013382E-05,3356,1624,-1732,0.3796960371547476926766706765,85.33663573,,0,0,
8,10:50:00,20221128,570640399,102.53515625,102.54296875,0.0078125,7.619337879538268E-05,6.771793568956537E-05,1624,3752,2128,0.4831014583137987153294543944,88.777902334,,0,1,
9,11:00:00,20221128,570640399,102.54296875,102.515625,-0.02734375,-0.00026665650832349245,8.761179295295807E-05,3752,4764,1012,0.4617635939323122339884066095,91.5254468672,,0,0,
10,11:10:00,20221128,570640399,102.515625,102.5,-0.015625,-0.00015241579027587258,9.350306543685938E-05,4764,6482,1718,0.4525688423581282884361440134,93.72035749376,,0,0,
11,11:20:00,20221128,570640399,102.5,102.50390625,0.00390625,3.8109756097560976E-05,8.888695632525118E-05,6482,3284,-3198,0.4559686259104605474400126047,95.477067245008,,0,0,
12,11:30:00,20221128,570640399,102.50390625,102.50390625,0,0,8.204949814638571E-05,3284,4199,915,0.4423267031265677235434277318,96.8824350460064,,0,0,
13,11:40:00,20221128,570640399,102.50390625,102.515625,0.01171875,0.00011432491139819366,8.435488480722914E-05,4199,1619,-2580,0.4546199391618744654350540876,98.00907303680512,,0,0,
14,11:50:00,20221128,570640399,102.515625,102.51171875,-0.00390625,-3.8103947568968146E-05,8.127148899134507E-05,1619,1525,-94,0.4281826452972224267470016862,98.90960217944411,,0,0,
15,12:00:00,20221128,570640399,102.51171875,102.49609375,-0.015625,-0.0001524215981404565,8.571837081316454E-05,1525,3943,2418,0.5005195906218837299933468677,99.62690049355528,,0,1,
16,12:10:00,20221128,570640399,102.49609375,102.4921875,-0.00390625,-3.811120850642174E-05,8.291794950100319E-05,3943,1429,-2514,0.5085822967455863817908171919,100.19995789484423,,0,0,
17,12:20:00,20221128,570640399,102.4921875,102.50390625,0.01171875,0.0001143379830779785,8.466350692194626E-05,1429,3047,1618,0.5432310759210220812084722045,100.66074756587538,,0,1,
18,12:30:00,20221128,570640399,102.50390625,102.51171875,0.0078125,7.621660759879578E-05,8.421893327335939E-05,3047,1254,-1793,0.5456108957898947552546916990,101.03094180270031,,0,0,
19,12:40:00,20221128,570640399,102.51171875,102.5,-0.01171875,-0.00011431619860534237,8.572379653995854E-05,1254,1788,534,0.5396222170291081514632489801,101.32475344216024,65.76604087774965,0,0,
20,12:50:00,20221128,570640399,102.5,102.4921875,-0.0078125,-7.621951219512195E-05,8.52712115711568E-05,1788,1196,-592,0.5296924065452462846576590905,101.5582402537282,67.60234820886217,0,0,
21,13:00:00,20221128,570640399,102.4921875,102.49609375,0.00390625,3.811266102599284E-05,8.312764109183116E-05,1196,2606,1410,0.5592031956062027092376773228,101.74581095298255,69.34703548591906,0,1,
22,13:10:00,20221128,570640399,102.49609375,102.49609375,0,0,7.951339582696894E-05,2606,1834,-772,0.5477699891637160687045699935,101.89586751238603,71.00448839912312,0,0,
23,13:20:00,20221128,570640399,102.49609375,102.50390625,0.0078125,7.622241701284348E-05,7.937627170971371E-05,1834,2518,684,0.5404860433229705382155618745,102.01747525990884,72.57945929166696,0,0,
24,13:30:00,20221128,570640399,102.50390625,102.5,-0.00390625,-3.810830379939789E-05,7.772555299330107E-05,2518,934,-1584,0.5440294292310366253446042129,102.11398020792707,74.07548632708361,0,0,
25,13:40:00,20221128,570640399,102.5,102.4921875,-0.0078125,-7.621951219512195E-05,7.766762834721726E-05,934,1699,765,0.5546074441008361555673080370,102.18962166634165,75.49632138572943,0,1,
26,13:50:00,20221128,570640399,102.4921875,102.4921875,0,0,7.479104951954254E-05,1699,7247,5548,0.6550090300549416069590012693,102.25013483307333,76.84611469144296,0,1,
27,14:00:00,20221128,570640399,102.4921875,102.49609375,0.00390625,3.811266102599284E-05,7.348110707334434E-05,7247,4446,-2801,0.6454195918597861641864654308,102.29932661645866,78.12861364437082,0,0,
28,14:10:00,20221128,570640399,102.49609375,102.4921875,-0.00390625,-3.811120850642174E-05,7.226145539862287E-05,4446,2251,-2195,0.6401879578035356074211977333,102.33789879316691,79.34679233715228,0,0,
29,14:20:00,20221128,570640399,102.4921875,102.5078125,0.015625,0.00015245064410397135,7.493442835546782E-05,2251,1717,-534,0.6267559558338072103783261785,102.37188153453354,80.50484334529466,0,0,
30,14:30:00,20221128,570640399,102.5078125,102.515625,0.0078125,7.621370322383964E-05,7.497569528670562E-05,1717,3171,1454,0.6338549849700229095494313310,102.40063022762683,81.60538242802993,0,0,
31,14:40:00,20221128,570640399,102.515625,102.51171875,-0.00390625,-3.8103947568968146E-05,7.382345317052632E-05,3171,8245,5074,0.6640509586638503432633499810,102.42284793210146,82.65069924412843,0,1,
32,14:50:00,20221128,570640399,102.51171875,102.5234375,0.01171875,0.00011431619860534237,7.505050606249044E-05,8245,10788,2543,0.6532745463140940315217753973,102.44296584568117,83.64433615692201,0,0,
33,15:00:00,20221128,570640399,102.5234375,102.5390625,0.015625,0.00015240417587441895,7.73256139981354E-05,10788,6179,-4609,0.6466262938831891960508357013,102.46218517654493,84.5890724740759,0,0,
34,15:10:00,20221128,570640399,102.5390625,102.546875,0.0078125,7.619047619047618E-05,7.729318148934514E-05,6179,10383,4204,0.6475903709649905691699344283,102.47912314123596,85.48696260037211,0,0,
35,15:20:00,20221128,570640399,102.546875,102.5546875,0.0078125,7.618467164406521E-05,7.726238954919847E-05,10383,2950,-7433,0.6494873531534784364110137857,102.49423601298876,86.3403488453535,0,0,
36,15:30:00,20221128,570640399,102.5546875,102.55078125,-0.00390625,-3.8089433991010895E-05,7.620366102059881E-05,2950,6268,3318,0.6623321750334348139885447919,102.505545060391,87.15087046558584,0,1,
37,15:40:00,20221128,570640399,102.55078125,102.5546875,0.00390625,3.8090884851255096E-05,7.520069322666872E-05,6268,4978,-1290,0.6503183618759197440674745321,102.5153735483128,87.92106131730655,0,0,
38,15:50:00,20221128,570640399,102.5546875,102.55859375,0.00390625,3.8089433991010895E-05,7.424912247703647E-05,4978,5249,271,0.6350394175701109624232765316,102.52401758865024,88.65293793894122,0,0,
39,09:30:00,20221129,570640399,102.55859375,102.5078125,-0.05078125,-0.0004951437821367359,8.477148896852896E-05,5249,3060,-2189,0.6295892275204562070329175179,102.52077657092019,89.34568166699415,0,0,
40,09:40:00,20221129,570640399,102.5078125,102.5234375,0.015625,0.0001524274064476793,8.642163329728872E-05,3060,3648,588,0.6189201454527645444032289510,102.52130875673616,90.00456945864444,0,0,
41,09:50:00,20221129,570640399,102.5234375,102.53125,0.0078125,7.620208793720948E-05,8.61783107887154E-05,3648,4356,708,0.6088048788317087469800944271,102.52329700538894,90.63090348571222,0,0,
42,10:00:00,20221129,570640399,102.53125,102.52734375,-0.00390625,-3.8098140810728434E-05,8.506016730085525E-05,4356,4874,518,0.5974121243727912244938936705,102.52410635431116,91.22572549892661,0,0,
43,10:10:00,20221129,570640399,102.52734375,102.53125,0.00390625,3.809959233436202E-05,8.399288150616222E-05,4874,13477,8603,0.6239500310100828627405119150,102.52553508344891,91.79100172398029,0,1,
44,10:20:00,20221129,570640399,102.53125,102.5234375,-0.0078125,-7.619628162145687E-05,8.381962373094655E-05,13477,3708,-9769,0.6261925766344422458192487274,102.52511556675914,92.32762351278127,0,0,
45,10:30:00,20221129,570640399,102.5234375,102.5390625,0.015625,0.00015240417587441895,8.531059225580464E-05,3708,5446,1738,0.6227691790794465148058243202,102.52790495340732,92.83819546214221,0,0,
46,10:40:00,20221129,570640399,102.5390625,102.51171875,-0.02734375,-0.0002666666666666667,8.91692321368868E-05,5446,7909,2463,0.6191412931070495741676338105,102.52466771272586,93.3218716265351,0,0,
47,10:50:00,20221129,570640399,102.51171875,102.515625,0.00390625,3.810539953511413E-05,8.810540229101654E-05,7909,4220,-3689,0.6159598213470723986869266630,102.52285917018068,93.78155929520835,0,0,
48,11:00:00,20221129,570640399,102.515625,102.51171875,-0.00390625,-3.8103947568968146E-05,8.708496443954616E-05,4220,2183,-2037,0.6132402621726616939647154699,102.52063108614453,94.21806726794794,0,0,
49,11:10:00,20221129,570640399,102.51171875,102.4921875,-0.01953125,-0.00019052699767557063,8.915380510426665E-05,2183,3694,1511,0.6148187917894924729118068682,102.51494236891563,94.63177327955056,0,0,
50,11:20:00,20221129,570640399,102.4921875,102.48046875,-0.01171875,-0.0001143379830779785,8.96476125155159E-05,3694,6024,2330,0.6151312188473054330117239857,102.5080476451325,95.02420805307302,0,0,
51,11:30:00,20221129,570640399,102.48046875,102.484375,0.00390625,3.8117019249094724E-05,8.865663956808473E-05,6024,3509,-2515,0.6113305546376818506473908526,102.50331311610601,95.39721640041937,0,0,
52,11:40:00,20221129,570640399,102.484375,102.484375,0,0,8.698387278378125E-05,3509,2862,-647,0.6032749406842164994807321018,102.49952549288481,95.7515743303984,0,0,
53,11:50:00,20221129,570640399,102.484375,102.484375,0,0,8.537306032482234E-05,2862,940,-1922,0.6045394482790205239811212671,102.49649539430786,96.08821436387848,0,0,
54,12:00:00,20221129,570640399,102.484375,102.4765625,-0.0078125,-7.623113279463333E-05,8.520684346063708E-05,940,2390,1450,0.6215942436101176363110583272,102.49250881544629,96.40763177068456,0,1,
55,12:10:00,20221129,570640399,102.4765625,102.4765625,0,0,8.368529268455427E-05,2390,3016,626,0.6151715729419453324349119629,102.48931955235703,96.71107830715033,0,0,
56,12:20:00,20221129,570640399,102.4765625,102.46484375,-0.01171875,-0.00011435541663490127,8.422336503456036E-05,3016,4112,1096,0.6107544440388268350489022924,102.48442439188563,96.9987665792928,0,0,
57,12:30:00,20221129,570640399,102.46484375,102.4609375,-0.00390625,-3.8122831763943425E-05,8.342852825403248E-05,4112,7957,3845,0.6163460586827300621649919282,102.4797270135085,97.27187512532817,0,1,
58,12:40:00,20221129,570640399,102.4609375,102.46484375,0.00390625,3.812428516965307E-05,8.266065972717859E-05,7957,4157,-3800,0.6139938699289017879354001589,102.4767503608068,97.53152355656175,0,0,
59,12:50:00,20221129,570640399,102.46484375,102.453125,-0.01171875,-0.00011436849529183028,8.318912365325612E-05,4157,5806,1649,0.6103719770682873835875232506,102.47202528864545,97.77760362873367,0,0,
60,13:00:00,20221129,570640399,102.453125,102.453125,0,0,8.18253675277929E-05,5806,2698,-3108,0.6091414250140007593799224081,102.46824523091635,98.01137969729699,0,0,
61,13:10:00,20221129,570640399,102.453125,102.46484375,0.01171875,0.00011438157694067408,8.235046767961356E-05,2698,3090,392,0.6016599957313315537030349248,102.46756493473309,98.23405289993214,0,0,
62,13:20:00,20221129,570640399,102.46484375,102.46875,0.00390625,3.8122831763943425E-05,8.164844171269817E-05,3090,4593,1503,0.5998305952751245649480013916,102.46780194778648,98.44578775493552,0,0,
