N-term, time, date, conId, Previous Price, Current Price, Difference in Price ($), Difference in Price (%), cumulativeAggregatedAvg, Previous Volume, Current Volume, Difference in Volume, cumulativeAggregatedAvgVolume, SMA 5, SMA20, Crossing SMA Condition, Volume Condition, Order
0,09:30:00,20221227,88819288,113.39,113.01,-0.37999999999999545,-0.003351265543698699,0.003351265543698699,39717,39717,0,0,,,0,0,
1,09:40:00,20221227,88819288,113.01,112.7,-0.3100000000000023,-0.0027431200778692353,0.003047192810783967,39717,23474,-16243,0.2044842258982299770878968704,,,0,0,
2,09:50:00,20221227,88819288,112.7,112.58,-0.12000000000000455,-0.0010647737355812294,0.0023863864523830545,23474,38278,14804,0.3465412149253088660407625781,,,0,1,
3,10:00:00,20221227,88819288,112.58,112.67,0.09000000000000341,0.0007994315153668805,0.001989647718129011,38278,21746,-16532,0.3678791595350653007140193446,,,0,0,
4,10:10:00,20221227,88819288,112.67,113.21,0.539999999999992,0.004792757610721505,0.0025502696966475096,21746,14119,-7627,0.3644495614181745619176699961,75.8776992,,0,0,
5,10:20:00,20221227,88819288,113.21,113.2,-0.009999999999990905,-8.83314194858308E-05,0.0021399466504538967,14119,10446,-3673,0.3470656182958664825008607004,83.34215936,,0,0,
6,10:30:00,20221227,88819288,113.2,113.37,0.1700000000000017,0.0015017667844523118,0.0020487780981679558,10446,10893,447,0.3035978869876607266927045931,89.347727488,,0,0,
7,10:40:00,20221227,88819288,113.37,113.67,0.29999999999999716,0.002646202699126728,0.002123456173287802,10893,31220,20327,0.4989057477358867859066076601,94.21218199040001,,0,1,
8,10:50:00,20221227,88819288,113.67,113.36,-0.3100000000000023,-0.00272719275094574,0.0021905380152497955,31220,23455,-7765,0.4711071946562569707738427261,98.04174559232001,,0,0,
9,11:00:00,20221227,88819288,113.36,113.3,-0.060000000000002274,-0.000529287226534953,0.0020244129363783114,23455,15641,-7814,0.4573113334298126849094194426,101.093396473856,,0,0,
10,11:10:00,20221227,88819288,113.3,113.15,-0.14999999999999147,-0.0013239187996468798,0.0019607316512209086,15641,25496,9855,0.4730171034272221727666929865,103.50471717908479,,0,0,
11,11:20:00,20221227,88819288,113.15,113,-0.15000000000000568,-0.001325673884224531,0.0019078101706378771,25496,15265,-10231,0.4670388974701424461531732044,105.40377374326783,,0,0,
12,11:30:00,20221227,88819288,113,113.18,0.18000000000000682,0.0015929203539823613,0.0018835878770489913,15265,12998,-2267,0.4425366486360487454273892896,106.95901899461427,,0,0,
13,11:40:00,20221227,88819288,113.18,113.19,0.009999999999990905,8.835483300928525E-05,0.0017553569453318694,12998,27583,14585,0.4910765813786060531831692668,108.20521519569141,,0,1,
14,11:50:00,20221227,88819288,113.19,112.94,-0.25,-0.0022086756780634333,0.0017855781941806404,27583,13693,-13890,0.4919095452955933502744903513,109.15217215655312,,0,0,
15,12:00:00,20221227,88819288,112.94,113.29,0.3500000000000085,0.003098990614485643,0.001867666470449703,13693,9859,-3834,0.4786650161395804251242831451,109.9797377252425,,0,0,
16,12:10:00,20221227,88819288,113.29,113.39,0.09999999999999432,0.0008826904404624795,0.0018097267039798664,9859,14124,4265,0.4759552890218073338830744106,110.661790180194,,0,0,
17,12:20:00,20221227,88819288,113.39,113.06,-0.3299999999999983,-0.0029103095511067846,0.0018708701954869174,14124,12101,-2023,0.4574706273657451277730467863,111.1414321441552,,0,0,
18,12:30:00,20221227,88819288,113.06,113.29,0.23000000000000398,0.002034318061206474,0.001879472714735315,12101,13645,1544,0.4401086343953821660727017119,111.57114571532416,,0,0,
19,12:40:00,20221227,88819288,113.29,112.91,-0.38000000000000966,-0.0033542236737576984,0.001953210262686434,13645,10116,-3529,0.4310346794070165022542260253,111.83891657225934,72.58202385723274,0,0,
20,12:50:00,20221227,88819288,112.91,112.95,0.04000000000000625,0.0003542644584182646,0.0018770699862927119,10116,11824,1708,0.4185492870211620381483129481,112.06113325780747,74.6004226643711,0,0,
21,13:00:00,20221227,88819288,112.95,113.33,0.37999999999999545,0.003364320495794559,0.0019446722821791595,11824,18139,6315,0.4238008294551244722612663699,112.31490660624597,76.53690153115254,0,0,
22,13:10:00,20221227,88819288,113.33,113.08,-0.25,-0.002205947233742169,0.001956032062681899,18139,18715,576,0.4067553491532850467564158780,112.46792528499678,78.3640564545949,0,0,
23,13:20:00,20221227,88819288,113.08,112.82,-0.2600000000000051,-0.002299257163070438,0.0019703331085314216,18715,16701,-2014,0.3942911351551469007726988882,112.53834022799742,80.08685363186517,0,0,
24,13:30:00,20221227,88819288,112.82,112.79,-0.029999999999986926,-0.000265910299592155,0.001902156196173851,16701,15345,-1356,0.3817671994669219839657894956,112.58867218239794,81.72201095027191,0,0,
25,13:40:00,20221227,88819288,112.79,112.66,-0.13000000000000966,-0.0011525844489760587,0.0018733265135893204,15345,29358,14013,0.4022067872158256162089279777,112.60293774591835,83.26891040275831,0,1,
